TransactionID,CustomerID,ProductID,ProductName,Category,Subcategory,Brand,Quantity,UnitPrice,TotalAmount,Discount,TransactionDate,PaymentMethod,Channel,CustomerAge,CustomerGender,CustomerCity,CustomerSegment,Year,Month,DayOfWeek,Season,Revenue,Profit
T007836,C01592,P00260,Storage LG Model 27,Office Supplies,Storage,LG,2,219.0,438.0,30,2023-07-29,Buy Now Pay Later,Mobile App,38,Male,San Francisco,VIP,2023,7,Saturday,Summer,438.0,129.85
T007837,C01596,P00338,Dairy Nikon Model 22,Food & Beverages,Dairy,Nikon,1,20.3,20.3,10,2023-01-23,Digital Wallet,Online,73,Female,Jacksonville,Regular,2023,1,Monday,Winter,20.3,8.51
T007838,C01076,P00034,Decor HP Model 49,Home & Garden,Decor,HP,1,867.79,867.79,0,2022-05-03,Buy Now Pay Later,In-Store,34,Male,Columbus,Budget,2022,5,Tuesday,Spring,867.79,461.7
T007839,C00848,P00750,Printing Canon Model 39,Office Supplies,Printing,Canon,2,317.4,634.8,0,2022-03-15,Digital Wallet,Online,26,Male,San Francisco,Premium,2022,3,Tuesday,Spring,634.8,302.94
T007840,C01615,P00609,Shoes Zara Model 2,Clothing,Shoes,Zara,2,257.26,514.52,5,2023-02-07,Buy Now Pay Later,Online,43,Female,Seattle,Budget,2023,2,Tuesday,Winter,514.52,293.45
T007841,C00882,P00070,Decor H&M Model 34,Home & Garden,Decor,H&M,1,481.87,481.87,0,2023-05-19,Cash,Mobile App,51,Male,Seattle,Premium,2023,5,Friday,Spring,481.87,245.73
T007842,C01457,P00289,Non-Fiction IKEA Model 27,Books & Media,Non-Fiction,IKEA,1,23.61,23.61,0,2022-05-26,Debit Card,In-Store,50,Female,Houston,Budget,2022,5,Thursday,Spring,23.61,8.95
T007843,C00429,P00418,Electronics Amazon Basics Model 19,Automotive,Electronics,Amazon Basics,1,326.9,326.9,20,2023-03-01,Credit Card,Online,38,Female,Phoenix,Budget,2023,3,Wednesday,Spring,326.9,94.44
T007844,C00267,P00709,Electronics Apple Model 48,Automotive,Electronics,Apple,1,295.39,295.39,15,2022-09-03,Cash,Mobile App,47,Male,Jacksonville,VIP,2022,9,Saturday,Fall,295.39,76.98
T007845,C00619,P00433,Snacks Sony Model 17,Food & Beverages,Snacks,Sony,1,49.41,49.41,0,2023-12-30,Cash,Mobile App,61,Male,Jacksonville,Premium,2023,12,Saturday,Winter,49.41,26.14
T007846,C00724,P00309,Bedding H&M Model 25,Home & Garden,Bedding,H&M,1,824.64,824.64,10,2022-08-02,Buy Now Pay Later,In-Store,54,Male,Austin,VIP,2022,8,Tuesday,Summer,824.64,255.87
T007847,C01060,P00077,Shoes Uniqlo Model 21,Clothing,Shoes,Uniqlo,2,358.98,717.96,0,2022-03-14,Credit Card,Mobile App,73,Female,Austin,Premium,2022,3,Monday,Spring,717.96,375.56
T007848,C01227,P00509,Movies Dell Model 23,Books & Media,Movies,Dell,2,120.17,240.34,0,2023-01-25,Digital Wallet,In-Store,50,Female,Philadelphia,Budget,2023,1,Wednesday,Winter,240.34,136.92
T007849,C00286,P00638,Electronic Toys Zara Model 2,Toys & Games,Electronic Toys,Zara,1,113.99,113.99,10,2023-01-20,Debit Card,Online,20,Male,Chicago,Regular,2023,1,Friday,Winter,113.99,31.81
T007850,C01737,P00450,Accessories Sony Model 42,Automotive,Accessories,Sony,1,143.67,143.67,0,2023-01-03,Digital Wallet,Mobile App,56,Male,Austin,Budget,2023,1,Tuesday,Winter,143.67,84.59
T007851,C00432,P00098,Outdoor Gear IKEA Model 50,Sports & Outdoors,Outdoor Gear,IKEA,1,464.28,464.28,5,2022-03-02,Digital Wallet,In-Store,67,Male,Austin,Regular,2022,3,Wednesday,Spring,464.28,226.96
T007852,C01012,P00288,Magazines Generic Brand Model 18,Books & Media,Magazines,Generic Brand,1,53.97,53.97,0,2023-01-03,Cash,Online,20,Female,Columbus,Premium,2023,1,Tuesday,Winter,53.97,16.99
T007853,C01702,P00244,Camping Nikon Model 20,Sports & Outdoors,Camping,Nikon,1,735.61,735.61,0,2022-03-14,Digital Wallet,Online,29,Male,Austin,Premium,2022,3,Monday,Spring,735.61,424.93
T007854,C01919,P00474,Mens Wear Zara Model 7,Clothing,Mens Wear,Zara,1,304.85,304.85,5,2022-02-05,Cash,Mobile App,58,Male,Charlotte,VIP,2022,2,Saturday,Winter,304.85,87.55
T007855,C00702,P00798,Outdoor Gear Nike Model 23,Sports & Outdoors,Outdoor Gear,Nike,1,53.1,53.1,5,2024-01-11,Debit Card,Mobile App,27,Male,Dallas,Premium,2024,1,Thursday,Winter,53.1,23.75
T007856,C01896,P00120,Maintenance Zara Model 37,Automotive,Maintenance,Zara,1,396.81,396.81,0,2023-07-12,Buy Now Pay Later,Mobile App,59,Male,Phoenix,Premium,2023,7,Wednesday,Summer,396.81,237.07
T007857,C00969,P00751,Kitchen Amazon Basics Model 33,Home & Garden,Kitchen,Amazon Basics,1,514.88,514.88,0,2023-01-11,Buy Now Pay Later,Online,40,Male,San Diego,Regular,2023,1,Wednesday,Winter,514.88,217.46
T007858,C00074,P00502,Furniture Adidas Model 31,Home & Garden,Furniture,Adidas,1,885.27,885.27,15,2022-09-07,Buy Now Pay Later,In-Store,27,Female,Chicago,VIP,2022,9,Wednesday,Fall,885.27,204.4
T007859,C00896,P00726,Electronics Nike Model 43,Office Supplies,Electronics,Nike,1,169.07,169.07,0,2023-02-18,Buy Now Pay Later,In-Store,45,Female,Jacksonville,VIP,2023,2,Saturday,Winter,169.07,61.72
T007860,C00277,P00369,Bedding Sony Model 42,Home & Garden,Bedding,Sony,1,989.15,989.15,0,2022-01-29,Debit Card,Mobile App,70,Male,Los Angeles,Regular,2022,1,Saturday,Winter,989.15,307.17
T007861,C00638,P00243,Stationery Canon Model 4,Office Supplies,Stationery,Canon,3,237.5,712.5,15,2022-07-18,Digital Wallet,Online,40,Female,Jacksonville,Budget,2022,7,Monday,Summer,712.5,130.9
T007862,C00149,P00453,Activewear Value Plus Model 15,Sports & Outdoors,Activewear,Value Plus,1,349.14,349.14,20,2023-06-18,Debit Card,Mobile App,38,Female,Columbus,Budget,2023,6,Sunday,Summer,349.14,109.91
T007863,C00512,P00061,Sports Equipment Uniqlo Model 5,Sports & Outdoors,Sports Equipment,Uniqlo,1,150.04,150.04,5,2022-01-11,Cash,Online,37,Female,Philadelphia,Regular,2022,1,Tuesday,Winter,150.04,59.82
T007864,C00602,P00322,Beverages Uniqlo Model 37,Food & Beverages,Beverages,Uniqlo,1,23.49,23.49,0,2022-01-06,Buy Now Pay Later,Mobile App,63,Male,Indianapolis,Premium,2022,1,Thursday,Winter,23.49,8.35
T007865,C00396,P00214,Wearables Zara Model 13,Electronics,Wearables,Zara,1,1135.37,1135.37,0,2024-01-19,Credit Card,Online,36,Male,Houston,VIP,2024,1,Friday,Winter,1135.37,550.62
T007866,C00053,P00657,International Zara Model 36,Food & Beverages,International,Zara,2,26.86,53.71,5,2023-05-31,Digital Wallet,Online,67,Male,Charlotte,Premium,2023,5,Wednesday,Spring,53.71,23.31
T007867,C00122,P00507,Tools Nike Model 5,Automotive,Tools,Nike,1,467.7,467.7,5,2023-06-07,Cash,Mobile App,66,Male,Indianapolis,VIP,2023,6,Wednesday,Summer,467.7,164.72
T007868,C01805,P00747,Tools Samsung Model 14,Automotive,Tools,Samsung,1,403.43,403.43,15,2022-09-16,Buy Now Pay Later,In-Store,19,Male,Dallas,Budget,2022,9,Friday,Fall,403.43,97.62
T007869,C01390,P00618,Decor Samsung Model 31,Home & Garden,Decor,Samsung,1,453.94,453.94,15,2022-06-25,Buy Now Pay Later,Online,67,Male,Philadelphia,Regular,2022,6,Saturday,Summer,453.94,109.11
T007870,C00068,P00330,Gaming IKEA Model 42,Electronics,Gaming,IKEA,1,2033.07,2033.07,0,2022-04-03,Buy Now Pay Later,Online,35,Male,San Jose,Premium,2022,4,Sunday,Spring,2033.07,674.59
T007871,C01719,P00128,Formal Wear Uniqlo Model 3,Clothing,Formal Wear,Uniqlo,2,375.93,751.86,0,2022-09-25,Debit Card,Mobile App,61,Male,Seattle,Budget,2022,9,Sunday,Fall,751.86,342.29
T007872,C01895,P00211,Outdoor Toys IKEA Model 38,Toys & Games,Outdoor Toys,IKEA,1,252.64,252.64,10,2023-10-24,Debit Card,In-Store,54,Male,Charlotte,VIP,2023,10,Tuesday,Fall,252.64,128.02
T007873,C00492,P00162,Fragrances Adidas Model 14,Health & Beauty,Fragrances,Adidas,1,189.61,189.61,5,2022-07-19,Buy Now Pay Later,In-Store,19,Female,Philadelphia,Budget,2022,7,Tuesday,Summer,189.61,89.63
T007874,C00994,P00227,Outdoor Gear Adidas Model 29,Sports & Outdoors,Outdoor Gear,Adidas,1,195.06,195.06,0,2024-01-20,Buy Now Pay Later,Online,34,Female,San Antonio,Budget,2024,1,Saturday,Winter,195.06,86.27
T007875,C01306,P00632,Water Sports Sony Model 16,Sports & Outdoors,Water Sports,Sony,1,492.35,492.35,15,2022-10-26,Cash,Mobile App,62,Male,Charlotte,Regular,2022,10,Wednesday,Fall,492.35,214.18
T007876,C01454,P00719,Music Nike Model 47,Books & Media,Music,Nike,1,21.09,21.09,5,2023-11-16,Cash,Mobile App,61,Female,Philadelphia,Regular,2023,11,Thursday,Fall,21.09,7.07
T007877,C01917,P00010,Stationery Apple Model 1,Office Supplies,Stationery,Apple,2,32.95,65.89,5,2023-01-12,Cash,Online,47,Male,Houston,Premium,2023,1,Thursday,Winter,65.89,28.55
T007878,C00353,P00343,Cameras Generic Brand Model 46,Electronics,Cameras,Generic Brand,1,1852.76,1852.76,5,2023-12-28,Cash,In-Store,55,Female,San Diego,Premium,2023,12,Thursday,Winter,1852.76,580.56
T007879,C00031,P00764,Bedding Samsung Model 42,Home & Garden,Bedding,Samsung,1,384.74,384.74,0,2022-04-01,Debit Card,Mobile App,63,Male,Phoenix,Budget,2022,4,Friday,Spring,384.74,143.75
T007880,C01657,P00400,Fragrances Nikon Model 48,Health & Beauty,Fragrances,Nikon,2,50.72,101.45,10,2024-01-31,Credit Card,Mobile App,45,Male,Dallas,VIP,2024,1,Wednesday,Winter,101.45,39.21
T007881,C00884,P00002,Board Games LG Model 15,Toys & Games,Board Games,LG,2,266.87,533.75,5,2022-10-07,Debit Card,Online,66,Male,San Diego,Premium,2022,10,Friday,Fall,533.75,200.86
T007882,C01284,P00710,Kids Wear Premium Co Model 31,Clothing,Kids Wear,Premium Co,2,83.59,167.18,0,2022-10-02,Buy Now Pay Later,Mobile App,55,Female,Austin,Regular,2022,10,Sunday,Fall,167.18,88.64
T007883,C01432,P00076,Health Supplements Value Plus Model 43,Health & Beauty,Health Supplements,Value Plus,3,185.23,555.69,0,2023-03-09,Buy Now Pay Later,In-Store,51,Male,Indianapolis,VIP,2023,3,Thursday,Spring,555.69,238.63
T007884,C00632,P00293,Bedding Nike Model 17,Home & Garden,Bedding,Nike,1,408.06,408.06,0,2022-05-16,Debit Card,Online,58,Male,Los Angeles,Premium,2022,5,Monday,Spring,408.06,198.03
T007885,C00266,P00473,Fitness Zara Model 29,Sports & Outdoors,Fitness,Zara,2,492.74,985.48,10,2024-02-09,Debit Card,Online,33,Male,San Jose,Budget,2024,2,Friday,Winter,985.48,223.01
T007886,C00900,P00702,Activewear Uniqlo Model 33,Sports & Outdoors,Activewear,Uniqlo,2,569.44,1138.88,15,2023-10-18,Buy Now Pay Later,In-Store,61,Female,Seattle,VIP,2023,10,Wednesday,Fall,1138.88,383.31
T007887,C00292,P00232,Dairy Adidas Model 26,Food & Beverages,Dairy,Adidas,2,43.93,87.86,5,2022-06-22,Buy Now Pay Later,Mobile App,28,Female,San Diego,VIP,2022,6,Wednesday,Summer,87.86,46.99
T007888,C00731,P00139,Maintenance Canon Model 24,Automotive,Maintenance,Canon,1,286.59,286.59,30,2023-08-30,Buy Now Pay Later,Online,46,Male,Jacksonville,VIP,2023,8,Wednesday,Summer,286.59,105.95
T007889,C01252,P00456,Furniture HP Model 24,Office Supplies,Furniture,HP,1,280.18,280.18,0,2022-05-14,Debit Card,Online,43,Male,Jacksonville,Budget,2022,5,Saturday,Spring,280.18,95.91
T007890,C01125,P00332,Outdoor Toys Nike Model 17,Toys & Games,Outdoor Toys,Nike,2,136.15,272.3,0,2022-12-20,Credit Card,In-Store,57,Male,San Antonio,Premium,2022,12,Tuesday,Winter,272.3,107.33
T007891,C00132,P00041,Educational Toys Premium Co Model 1,Toys & Games,Educational Toys,Premium Co,2,134.74,269.47,20,2023-10-14,Buy Now Pay Later,In-Store,75,Male,New York,Budget,2023,10,Saturday,Fall,269.47,73.8
T007892,C01900,P00258,International Value Plus Model 38,Food & Beverages,International,Value Plus,1,8.24,8.24,5,2023-11-16,Buy Now Pay Later,In-Store,48,Male,Houston,VIP,2023,11,Thursday,Fall,8.24,3.5
T007893,C01605,P00375,Games Nike Model 29,Books & Media,Games,Nike,1,15.38,15.38,10,2022-02-28,Buy Now Pay Later,In-Store,52,Male,Fort Worth,Regular,2022,2,Monday,Winter,15.38,5.53
T007894,C00727,P00329,Smart Home H&M Model 42,Electronics,Smart Home,H&M,2,1506.78,3013.57,20,2022-03-30,Digital Wallet,Mobile App,42,Male,Phoenix,VIP,2022,3,Wednesday,Spring,3013.57,735.68
T007895,C00871,P00254,Sportswear Generic Brand Model 38,Clothing,Sportswear,Generic Brand,1,124.85,124.85,0,2023-12-17,Buy Now Pay Later,Online,61,Female,Charlotte,Premium,2023,12,Sunday,Winter,124.85,70.42
T007896,C01667,P00674,Health Supplements Generic Brand Model 41,Health & Beauty,Health Supplements,Generic Brand,1,172.33,172.33,0,2024-02-21,Debit Card,In-Store,63,Female,Seattle,Budget,2024,2,Wednesday,Winter,172.33,69.14
T007897,C01163,P00250,Activewear Zara Model 26,Sports & Outdoors,Activewear,Zara,1,304.76,304.76,20,2022-01-11,Buy Now Pay Later,Mobile App,55,Female,Los Angeles,Regular,2022,1,Tuesday,Winter,304.76,107.77
T007898,C00736,P00777,Camping Amazon Basics Model 7,Sports & Outdoors,Camping,Amazon Basics,1,559.61,559.61,5,2023-11-11,Debit Card,Mobile App,20,Male,Charlotte,VIP,2023,11,Saturday,Fall,559.61,249.89
T007899,C01510,P00737,Outdoor Toys Amazon Basics Model 26,Toys & Games,Outdoor Toys,Amazon Basics,2,60.02,120.04,15,2024-03-17,Debit Card,In-Store,63,Female,Jacksonville,Premium,2024,3,Sunday,Spring,120.04,55.86
T007900,C01715,P00342,Accessories Apple Model 20,Automotive,Accessories,Apple,1,333.02,333.02,10,2022-06-30,Credit Card,Online,25,Female,Fort Worth,VIP,2022,6,Thursday,Summer,333.02,132.3
T007901,C00396,P00658,Health Supplements HP Model 32,Health & Beauty,Health Supplements,HP,4,60.21,240.84,0,2023-05-04,Buy Now Pay Later,In-Store,67,Male,Fort Worth,Premium,2023,5,Thursday,Spring,240.84,82.65
T007902,C00435,P00295,Non-Fiction LG Model 48,Books & Media,Non-Fiction,LG,1,21.63,21.63,10,2023-03-19,Debit Card,Mobile App,41,Female,Jacksonville,Premium,2023,3,Sunday,Spring,21.63,6.31
T007903,C01589,P00627,Frozen Samsung Model 23,Food & Beverages,Frozen,Samsung,2,11.67,23.34,0,2023-03-29,Digital Wallet,In-Store,42,Male,Chicago,Premium,2023,3,Wednesday,Spring,23.34,10.28
T007904,C00263,P00206,Car Parts Zara Model 24,Automotive,Car Parts,Zara,1,24.08,24.08,15,2023-07-04,Digital Wallet,Online,43,Female,New York,VIP,2023,7,Tuesday,Summer,24.08,5.75
T007905,C01894,P00321,Tools Nike Model 37,Automotive,Tools,Nike,1,390.02,390.02,10,2022-06-27,Digital Wallet,Online,29,Female,San Diego,VIP,2022,6,Monday,Summer,390.02,194.29
T007906,C01503,P00428,Action Figures HP Model 43,Toys & Games,Action Figures,HP,1,223.75,223.75,0,2023-02-28,Buy Now Pay Later,In-Store,49,Male,Phoenix,VIP,2023,2,Tuesday,Winter,223.75,90.51
T007907,C01056,P00403,Bakery Uniqlo Model 2,Food & Beverages,Bakery,Uniqlo,3,38.09,114.27,15,2024-03-29,Cash,Online,25,Female,San Jose,Budget,2024,3,Friday,Spring,114.27,31.54
T007908,C00328,P00508,Furniture Nikon Model 12,Office Supplies,Furniture,Nikon,1,315.3,315.3,0,2022-06-09,Debit Card,In-Store,66,Female,Austin,VIP,2022,6,Thursday,Summer,315.3,122.58
T007909,C00487,P00396,Beverages Generic Brand Model 35,Food & Beverages,Beverages,Generic Brand,3,23.17,69.5,25,2023-09-15,Debit Card,Online,39,Female,San Francisco,Budget,2023,9,Friday,Fall,69.5,22.24
T007910,C00268,P00422,Tools Generic Brand Model 35,Automotive,Tools,Generic Brand,1,200.94,200.94,0,2023-11-14,Digital Wallet,Online,71,Male,New York,Premium,2023,11,Tuesday,Fall,200.94,99.22
T007911,C01855,P00400,Water Sports Zara Model 3,Sports & Outdoors,Water Sports,Zara,1,414.49,414.49,5,2023-05-19,Digital Wallet,Online,51,Male,New York,Budget,2023,5,Friday,Spring,414.49,199.65
T007912,C01268,P00413,Personal Care LG Model 11,Health & Beauty,Personal Care,LG,2,123.33,246.66,0,2023-03-23,Cash,Online,31,Female,Columbus,Budget,2023,3,Thursday,Spring,246.66,78.76
T007913,C00179,P00383,Cameras Adidas Model 48,Electronics,Cameras,Adidas,1,989.5,989.5,0,2023-05-07,Debit Card,In-Store,73,Male,Phoenix,Regular,2023,5,Sunday,Spring,989.5,353.39
T007914,C00856,P00632,Formal Wear Adidas Model 8,Clothing,Formal Wear,Adidas,1,238.08,238.08,5,2023-10-09,Digital Wallet,Online,38,Male,Fort Worth,VIP,2023,10,Monday,Fall,238.08,114.15
T007915,C01346,P00013,Personal Care Canon Model 5,Health & Beauty,Personal Care,Canon,2,144.56,289.12,0,2023-09-26,Buy Now Pay Later,In-Store,34,Male,Houston,Budget,2023,9,Tuesday,Fall,289.12,146.43
T007916,C01559,P00482,Organic Value Plus Model 2,Food & Beverages,Organic,Value Plus,2,34.05,68.1,0,2023-01-28,Credit Card,Mobile App,65,Female,Phoenix,Budget,2023,1,Saturday,Winter,68.1,30.81
T007917,C01823,P00440,Shoes Premium Co Model 18,Clothing,Shoes,Premium Co,1,244.48,244.48,5,2023-01-17,Digital Wallet,Online,20,Male,San Diego,Regular,2023,1,Tuesday,Winter,244.48,114.52
T007918,C00321,P00396,Printing Samsung Model 16,Office Supplies,Printing,Samsung,1,351.88,351.88,10,2024-01-12,Debit Card,Mobile App,61,Male,San Antonio,VIP,2024,1,Friday,Winter,351.88,113.41
T007919,C00936,P00344,Beverages Adidas Model 12,Food & Beverages,Beverages,Adidas,1,10.37,10.37,0,2023-04-07,Buy Now Pay Later,Online,66,Male,New York,VIP,2023,4,Friday,Spring,10.37,4.14
T007920,C00768,P00557,Kids Wear Dell Model 30,Clothing,Kids Wear,Dell,1,335.63,335.63,0,2023-02-08,Digital Wallet,Mobile App,24,Male,Seattle,VIP,2023,2,Wednesday,Winter,335.63,136.82
T007921,C00107,P00061,Educational IKEA Model 24,Books & Media,Educational,IKEA,2,136.93,273.86,0,2022-01-15,Credit Card,Mobile App,38,Female,San Francisco,Budget,2022,1,Saturday,Winter,273.86,130.61
T007922,C01869,P00088,Fitness IKEA Model 1,Sports & Outdoors,Fitness,IKEA,1,359.28,359.28,0,2022-05-15,Cash,In-Store,26,Male,Jacksonville,Regular,2022,5,Sunday,Spring,359.28,169.27
T007923,C00960,P00521,Fragrances Apple Model 12,Health & Beauty,Fragrances,Apple,2,89.87,179.74,0,2023-05-31,Buy Now Pay Later,Online,46,Female,San Francisco,Premium,2023,5,Wednesday,Spring,179.74,105.26
T007924,C00327,P00573,Camping Zara Model 21,Sports & Outdoors,Camping,Zara,1,352.56,352.56,5,2022-11-23,Buy Now Pay Later,Mobile App,41,Male,Austin,VIP,2022,11,Wednesday,Fall,352.56,122.12
T007925,C01113,P00314,Hair Care Generic Brand Model 33,Health & Beauty,Hair Care,Generic Brand,1,54.85,54.85,0,2023-05-31,Buy Now Pay Later,Online,26,Male,Houston,Regular,2023,5,Wednesday,Spring,54.85,22.98
T007926,C01622,P00782,Beverages Amazon Basics Model 10,Food & Beverages,Beverages,Amazon Basics,3,38.67,116.02,5,2023-05-20,Cash,Mobile App,40,Female,Chicago,Premium,2023,5,Saturday,Spring,116.02,37.91
T007927,C01121,P00012,Stationery H&M Model 8,Office Supplies,Stationery,H&M,2,103.17,206.35,15,2022-03-23,Digital Wallet,In-Store,37,Male,Indianapolis,Premium,2022,3,Wednesday,Spring,206.35,91.14
T007928,C00187,P00639,Furniture Dell Model 22,Office Supplies,Furniture,Dell,3,386.96,1160.88,0,2023-02-12,Buy Now Pay Later,Online,48,Male,Indianapolis,Budget,2023,2,Sunday,Winter,1160.88,634.52
T007929,C01146,P00724,Accessories Adidas Model 17,Automotive,Accessories,Adidas,2,250.29,500.57,30,2022-04-25,Buy Now Pay Later,In-Store,65,Female,San Diego,Premium,2022,4,Monday,Spring,500.57,137.57
T007930,C00713,P00301,Stationery Nikon Model 48,Office Supplies,Stationery,Nikon,2,339.24,678.47,5,2024-02-25,Cash,Online,35,Female,Charlotte,Premium,2024,2,Sunday,Winter,678.47,355.82
T007931,C00902,P00288,Action Figures Nikon Model 8,Toys & Games,Action Figures,Nikon,1,99.01,99.01,0,2022-08-03,Cash,Online,46,Female,Fort Worth,Regular,2022,8,Wednesday,Summer,99.01,46.23
T007932,C00391,P00684,Printing H&M Model 29,Office Supplies,Printing,H&M,1,35.41,35.41,0,2023-05-23,Cash,In-Store,26,Female,Phoenix,Regular,2023,5,Tuesday,Spring,35.41,14.54
T007933,C01866,P00531,Decor Apple Model 42,Home & Garden,Decor,Apple,1,857.27,857.27,0,2022-10-06,Digital Wallet,Mobile App,25,Female,Philadelphia,Budget,2022,10,Thursday,Fall,857.27,389.28
T007934,C01630,P00792,Health Supplements HP Model 34,Health & Beauty,Health Supplements,HP,1,67.36,67.36,10,2023-07-28,Digital Wallet,In-Store,63,Female,Philadelphia,Budget,2023,7,Friday,Summer,67.36,30.17
T007935,C00391,P00405,Fiction Nikon Model 10,Books & Media,Fiction,Nikon,1,89.35,89.35,0,2023-02-05,Buy Now Pay Later,Online,44,Female,Chicago,Premium,2023,2,Sunday,Winter,89.35,38.6
T007936,C01461,P00485,Activewear Zara Model 5,Sports & Outdoors,Activewear,Zara,1,87.94,87.94,10,2024-03-24,Cash,In-Store,31,Male,San Jose,Premium,2024,3,Sunday,Spring,87.94,41.62
T007937,C01731,P00448,Educational Adidas Model 21,Books & Media,Educational,Adidas,2,66.35,132.7,0,2022-01-22,Debit Card,Online,52,Female,Charlotte,VIP,2022,1,Saturday,Winter,132.7,69.57
T007938,C00049,P00480,Makeup Nikon Model 37,Health & Beauty,Makeup,Nikon,3,51.57,154.71,0,2023-09-19,Buy Now Pay Later,Online,25,Male,Chicago,Premium,2023,9,Tuesday,Fall,154.71,58.26
T007939,C01479,P00644,Health Supplements Samsung Model 45,Health & Beauty,Health Supplements,Samsung,2,143.11,286.22,0,2022-03-12,Credit Card,Online,28,Female,Columbus,Regular,2022,3,Saturday,Spring,286.22,146.72
T007940,C00062,P00646,Electronics Adidas Model 18,Automotive,Electronics,Adidas,1,309.84,309.84,0,2022-04-12,Buy Now Pay Later,In-Store,38,Male,Indianapolis,Budget,2022,4,Tuesday,Spring,309.84,97.38
T007941,C01066,P00747,Printing Apple Model 27,Office Supplies,Printing,Apple,1,381.66,381.66,0,2022-02-06,Cash,Online,31,Male,Fort Worth,Budget,2022,2,Sunday,Winter,381.66,137.21
T007942,C00075,P00323,Action Figures Value Plus Model 15,Toys & Games,Action Figures,Value Plus,2,60.8,121.6,0,2022-01-14,Debit Card,In-Store,71,Male,New York,VIP,2022,1,Friday,Winter,121.6,51.19
T007943,C01772,P00650,Smartphones Nike Model 9,Electronics,Smartphones,Nike,1,1762.04,1762.04,0,2023-01-11,Cash,In-Store,58,Female,Philadelphia,Budget,2023,1,Wednesday,Winter,1762.04,798.3
T007944,C01954,P00768,Printing Nike Model 43,Office Supplies,Printing,Nike,3,9.92,29.76,0,2023-09-24,Cash,Mobile App,51,Female,Dallas,VIP,2023,9,Sunday,Fall,29.76,9.67
T007945,C00015,P00627,Snacks Dell Model 38,Food & Beverages,Snacks,Dell,4,17.72,70.88,0,2023-11-21,Buy Now Pay Later,Mobile App,27,Female,San Francisco,Regular,2023,11,Tuesday,Fall,70.88,23.71
T007946,C00749,P00741,Frozen Apple Model 13,Food & Beverages,Frozen,Apple,1,16.61,16.61,0,2022-02-20,Credit Card,In-Store,69,Female,San Diego,Budget,2022,2,Sunday,Winter,16.61,7.57
T007947,C00550,P00163,Sportswear H&M Model 43,Clothing,Sportswear,H&M,2,368.54,737.08,0,2022-05-23,Cash,Mobile App,27,Female,Austin,Budget,2022,5,Monday,Spring,737.08,239.67
T007948,C00045,P00210,Stationery Sony Model 17,Office Supplies,Stationery,Sony,2,126.88,253.76,5,2023-07-24,Buy Now Pay Later,Mobile App,32,Female,Phoenix,Regular,2023,7,Monday,Summer,253.76,115.97
T007949,C01710,P00559,Board Games HP Model 40,Toys & Games,Board Games,HP,1,13.11,13.11,0,2022-08-02,Buy Now Pay Later,Mobile App,68,Female,San Francisco,VIP,2022,8,Tuesday,Summer,13.11,6.19
T007950,C00656,P00596,Storage Premium Co Model 10,Office Supplies,Storage,Premium Co,2,190.9,381.8,0,2024-01-14,Debit Card,Online,30,Male,San Jose,Regular,2024,1,Sunday,Winter,381.8,185.07
T007951,C00491,P00597,Tools Nike Model 42,Automotive,Tools,Nike,2,136.91,273.83,5,2023-08-26,Debit Card,In-Store,60,Female,Indianapolis,VIP,2023,8,Saturday,Summer,273.83,80.63
T007952,C00236,P00612,Stationery Sony Model 14,Office Supplies,Stationery,Sony,2,227.79,455.58,5,2022-02-05,Credit Card,Mobile App,39,Male,Chicago,Premium,2022,2,Saturday,Winter,455.58,194.88
T007953,C01465,P00188,Outdoor Gear H&M Model 2,Sports & Outdoors,Outdoor Gear,H&M,1,679.47,679.47,5,2022-08-17,Debit Card,In-Store,24,Female,Columbus,Regular,2022,8,Wednesday,Summer,679.47,318.98
T007954,C01989,P00174,Shoes Samsung Model 36,Clothing,Shoes,Samsung,1,280.8,280.8,0,2022-07-16,Debit Card,In-Store,55,Female,New York,VIP,2022,7,Saturday,Summer,280.8,140.05
T007955,C00036,P00748,Board Games Nikon Model 30,Toys & Games,Board Games,Nikon,2,13.51,27.02,0,2023-06-13,Debit Card,In-Store,22,Male,San Diego,VIP,2023,6,Tuesday,Summer,27.02,9.86
T007956,C01023,P00348,Outdoor Toys Canon Model 21,Toys & Games,Outdoor Toys,Canon,1,288.74,288.74,0,2024-02-13,Buy Now Pay Later,Online,25,Female,San Jose,Budget,2024,2,Tuesday,Winter,288.74,99.18
T007957,C01038,P00365,Accessories Zara Model 30,Automotive,Accessories,Zara,1,193.57,193.57,0,2022-02-03,Debit Card,In-Store,70,Female,Fort Worth,Regular,2022,2,Thursday,Winter,193.57,97.08
T007958,C01781,P00537,Womens Wear Samsung Model 12,Clothing,Womens Wear,Samsung,1,43.24,43.24,10,2022-10-02,Digital Wallet,Online,29,Male,San Diego,Budget,2022,10,Sunday,Fall,43.24,10.98
T007959,C01598,P00624,Electronic Toys IKEA Model 21,Toys & Games,Electronic Toys,IKEA,1,113.93,113.93,25,2023-11-13,Cash,Online,49,Female,Seattle,VIP,2023,11,Monday,Fall,113.93,40.09
T007960,C00521,P00396,Cameras Dell Model 41,Electronics,Cameras,Dell,1,258.65,258.65,10,2023-01-10,Credit Card,In-Store,30,Female,San Diego,Budget,2023,1,Tuesday,Winter,258.65,61.25
